unique_id	maker	name	description	unified_genre	price
ACR_acer-ek241yp6bmix	Acer	Acer モニター 23.8インチ IPS フルHD 144Hz 1ms(VRB) 非光沢 sRGB 99% AMD FreeSync ブルーライト低減 スピーカー内蔵 ゼロフレーム HDMI 1.4 ミニD-Sub 15ピン 6軸カラー スタンダード 3年保証(パネルは1年) EK241YP6bmix	"【パネルサイズ】23.8インチ / 【最大解像度】1920×1080、フルHD、16:9 / 【液晶パネル方式】IPS、非光沢、バックライト: LED / 【色再現性】sRGB 99% / 【表示色】約1,677万色 / 【輝度】250 cd/㎡ / 【コントラスト比（最大）】100000000:1 / 【コントラスト比（通常）】1500:1 / 【入力周波数（垂直)】48Hz-144Hz(HDMI)/48Hz-75Hz(ミニD-Sub 15ピン) / 【応答速度】1ms(VRB) / 【入力端子】HDMI 1.4×1、ミニD-Sub 15ピン×1 / 【FreeSync】AMD FreeSync / 【HDR】非対応 / 【ブルーライト軽減】ブルーライトシールド / 【フリッカー軽減】フリッカーレス / 【PIP/PBP】非対応 / 【スピーカー】2W + 2W ステレオスピーカー / 【ヘッドホン端子】搭載 / 【調整機能】【チルト角】 上20° /下5°、【VESAマウント（壁掛け）】 100×100mm 対応 / 【寸法・質量】
（W）×（H）×（D）mm　約539×401×192、（約539×315×40 スタンドなし）、約2.9kg (スタンドあり）、約2.4kg (スタンドなし） / 【スタンド幅】 約220 mm / 【保証期間】3年（パネル・バックライトユニットは1年）"	monitor	14980
ACR_acer-ek271p6bmix	Acer	Acer モニター 27インチ IPS フルHD 144Hz 1ms(VRB) 非光沢 sRGB 99% AMD FreeSync ブルーライト低減 スピーカー内蔵 ゼロフレーム HDMI 1.4 ミニD-Sub 15ピン 6軸カラー スタンダード 3年保証(パネルは1年) EK271P6bmix	"【パネルサイズ】27インチ / 【最大解像度】1920×1080、フルHD、16:9 / 【液晶パネル方式】IPS、非光沢、バックライト: LED / 【色再現性】sRGB 99% / 【表示色】約1,677万色 / 【輝度】250 cd/㎡ / 【コントラスト比（最大）】100000000:1 / 【コントラスト比（通常）】1500:1 / 【入力周波数（垂直)】48Hz-144Hz(HDMI)/48Hz-75Hz(ミニD-Sub 15ピン) / 【応答速度】1ms(VRB) / 【入力端子】HDMI 1.4×1、ミニD-Sub 15ピン×1 / 【FreeSync】AMD FreeSync / 【HDR】非対応 / 【ブルーライト軽減】ブルーライトシールド / 【フリッカー軽減】フリッカーレス / 【PIP/PBP】非対応 / 【スピーカー】2W + 2W ステレオスピーカー / 【ヘッドホン端子】搭載 / 【調整機能】【チルト角】 上20° /下5°、【VESAマウント（壁掛け）】 100x100mm 対応 / 【寸法・質量】
（W）×（H）×（D）mm　約612×447×205、（約612×355×43 スタンドなし）、約3.4kg (スタンドあり）、約3.0kg (スタンドなし） / 【スタンド幅】 約252 mm / 【保証期間】3年（パネル・バックライトユニットは1年）"	monitor	17280
ACR_acer-ka242yp6bmix	Acer	Acer モニター 23.8インチ IPS フルHD 144Hz 1ms(VRB) 非光沢 sRGB 99% AMD FreeSync ブルーライト低減 スピーカー内蔵 ゼロフレーム HDMI 1.4 ミニD-Sub 15ピン 6軸カラー スタンダード 3年保証(パネルは1年) KA242YP6bmix	"【パネルサイズ】23.8インチ / 【最大解像度】1920×1080、フルHD、16:9 / 【液晶パネル方式】IPS、非光沢、バックライト: LED / 【色再現性】sRGB 99% / 【表示色】約1,677万色 / 【輝度】250 cd/㎡ / 【コントラスト比（最大）】100000000:1 / 【コントラスト比（通常）】1500:1 / 【入力周波数（垂直)】48Hz-144Hz(HDMI)/48Hz-75Hz(ミニD-Sub 15ピン) / 【応答速度】1ms(VRB) / 【入力端子】HDMI 1.4×1、ミニD-Sub 15ピン×1 / 【FreeSync】AMD FreeSync / 【HDR】非対応 / 【ブルーライト軽減】ブルーライトシールド / 【フリッカー軽減】フリッカーレス / 【PIP/PBP】非対応 / 【スピーカー】2W + 2W ステレオスピーカー / 【ヘッドホン端子】搭載 / 【調整機能】【チルト角】 上25° /下5°、【VESAマウント（壁掛け）】 100x100mm 対応 / 【寸法・質量】
（W）×（H）×（D）mm　約540×423×185、（約540×319×50 スタンドなし）、約3.0kg (スタンドあり）、約2.6kg (スタンドなし） / 【スタンド幅】 約175 mm / 【保証期間】3年（パネル・バックライトユニットは1年）"	monitor	12980
ACR_acer-ka272p6bmix	Acer	Acer モニター 27インチ IPS フルHD 144Hz 1ms(VRB) 非光沢 sRGB 99% AMD FreeSync ブルーライト低減 スピーカー内蔵 ゼロフレーム HDMI 1.4 ミニD-Sub 15ピン 6軸カラー スタンダード 3年保証(パネルは1年) KA272P6bmix	"【パネルサイズ】27インチ / 【最大解像度】1920×1080、フルHD、16:9 / 【液晶パネル方式】IPS、非光沢、バックライト: LED / 【色再現性】sRGB 99% / 【表示色】約1,677万色 / 【輝度】250 cd/㎡ / 【コントラスト比（最大）】100000000:1 / 【コントラスト比（通常）】1500:1 / 【入力周波数（垂直)】48Hz-144Hz(HDMI)/48Hz-75Hz(ミニD-Sub 15ピン) / 【応答速度】1ms(VRB) / 【入力端子】HDMI 1.4×1、ミニD-Sub 15ピン×1 / 【FreeSync】AMD FreeSync / 【HDR】非対応 / 【ブルーライト軽減】ブルーライトシールド / 【フリッカー軽減】フリッカーレス / 【PIP/PBP】非対応 / 【スピーカー】2W + 2W ステレオスピーカー / 【ヘッドホン端子】搭載 / 【調整機能】【チルト角】 上25° / 下5°、【VESAマウント（壁掛け）】 100x100mm 対応 / 【寸法・質量】
（W）×（H）×（D）mm　約612×464×210、（約612×360×49 スタンドなし）、約3.8kg (スタンドあり）、約3.4kg (スタンドなし） / 【スタンド幅】 約200 mm / 【保証期間】3年（パネル・バックライトユニットは1年）"	monitor	15980
ACR_acer-xz340curx0bmiiphx	Acer	Acer Nitro 湾曲 34インチ ウルトラワイド 非光沢 UWQHD 広視野角VA 200Hz 1ms(VRB)  AMD FreeSync Premium エルゴスタンド HDR10 sRGB 99% ブルーライト低減 HDMI 2.1 DisplayPort v1.4 スピーカー・ヘッドフォン端子 ゲーミングモニター 3年保証(パネルは1年) XZ340CURX0bmiiphx	"【パネルサイズ】34インチ ウルトラワイド、湾曲（1500R） / 【最大解像度】3440×1440、UWQHD、21:9 / 【液晶パネル方式】VA、非光沢、バックライト: LED / 【色再現性】sRGB 99% / 【表示色】約10億7000万色 8bit+FRC / 【輝度】250 cd/㎡ / 【コントラスト比（最大）】100000000:1 / 【コントラスト比（通常）】4000:1 / 【入力周波数（垂直)】48Hz-100Hz(HDMI)/48Hz-200Hz(DisplayPort) / 【応答速度】1ms(VRB) / 【入力端子】HDMI 2.1×2、DisplayPort v1.4×1 / 【FreeSync】AMD FreeSync Premium / 【HDR】HDR10 / 【ブルーライト軽減】ブルーライトシールド / 【フリッカー軽減】フリッカーレス / 【PIP/PBP】非対応 / 【スピーカー】2W + 2W ステレオスピーカー / 【ヘッドホン端子】搭載 / 【調整機能】【チルト角】 上20°/下5°、【スイベル（左右首振り）機能】 右15°/左15°、【高さ調整機能】 最大 120mm、【VESAマウント（壁掛け）】 100x100mm 対応 / 【寸法・質量】
（W）×（H）×（D）mm　約808×402~522×264、（約808×364×12 スタンドなし）、約7.0kg (スタンドあり）、約5.6kg (スタンドなし） / 【スタンド幅】 約527 mm / 【保証期間】3年（パネル・バックライトユニットは1年）"	monitor	46990
ACR_acer-xv320qux1bmiiprx	Acer	Acer Nitro 31.5インチ WQHD IPS 非光沢 エルゴスタンド 240Hz 0.5ms(GTG)  AMD FreeSync Premium 10億7000万色 sRGB 99% HDR10 ブルーライトシールド HDMI 2.1 DisplayPort v1.4 スピーカー・ヘッドフォン ゲーミングモニター 3年保証(パネルは1年) XV320QUX1bmiiprx	"【パネルサイズ】31.5インチ / 【最大解像度】2560×1440、WQHD、16:9 / 【液晶パネル方式】IPS、非光沢、バックライト: LED / 【色再現性】sRGB 99% / 【表示色】約10億7000万色 8bit+FRC / 【輝度】250 cd/㎡ / 【コントラスト比（最大）】100000000:1 / 【コントラスト比（通常）】1000:1 / 【入力周波数（垂直)】48Hz-144Hz(HDMI)/48Hz-240Hz(DisplayPort) / 【応答速度】1ms (GTG) / 0.5ms (GTG, Min.) / 【入力端子】HDMI 2.1×2、DisplayPort v1.4×1 / 【FreeSync】AMD FreeSync Premium / 【HDR】HDR10 / 【ブルーライト軽減】ブルーライトシールド / 【フリッカー軽減】フリッカーレス / 【PIP/PBP】非対応 / 【スピーカー】2W + 2W ステレオスピーカー / 【ヘッドホン端子】搭載 / 【調整機能】【チルト角】 上25° /下5°、【スイベル（左右首振り）機能】 右20°/左 20°、【高さ調整機能】 最大 150mm、【ピボッド機能】 時計回り90°/反時計回り 90°、【VESAマウント（壁掛け）】 100x100mm 対応 / 【寸法・質量】
（W）×（H）×（D）mm　約714×458~608×276、（約714×422×54 スタンドなし）、約7.6kg (スタンドあり）、約5.2kg (スタンドなし） / 【スタンド幅】 約583 mm / 【保証期間】3年（パネル・バックライトユニットは1年）"	monitor	54990
ACR_acer-sa322quebmipx	Acer	Acer 31.5インチ WQHD IPS 100Hz 1ms(VRB) 非光沢 NTSC 72% Adaptive-Sync HDR10 ブルーライトシールド 超薄型 ゼロフレーム HDMI 2.0 DisplayPort v1.2 スピーカー・ヘッドフォン端子 スタンダードモニター 3年保証(パネルは1年) SA322QUEbmipx	"【パネルサイズ】31.5インチ / 【最大解像度】2560×1440、WQHD、16:9 / 【液晶パネル方式】IPS、非光沢、バックライト: LED / 【色再現性】NTSC 72% / 【表示色】約1,677万色 / 【輝度】300 cd/㎡ / 【コントラスト比（最大）】100000000:1 / 【コントラスト比（通常）】1000:1 / 【入力周波数（垂直)】48Hz-100Hz(HDMI/DisplayPort) / 【応答速度】1ms(VRB) / 【入力端子】HDMI 2.0×1、DisplayPort v1.2×1 / 【FreeSync】非対応 / 【HDR】HDR10 / 【ブルーライト軽減】ブルーライトシールド / 【フリッカー軽減】フリッカーレス / 【その他機能】Adaptive-Sync / 【PIP/PBP】非対応 / 【スピーカー】1W + 1W ステレオスピーカー / 【ヘッドホン端子】搭載 / 【調整機能】【チルト角】 上15° / 下5°、【VESAマウント（壁掛け）】 75×75mm対応 / 【寸法・質量】
（W）×（H）×（D）mm　約715×513×224、（約715×423×49 スタンドなし）、約5.9kg (スタンドあり）、約5.2kg (スタンドなし） / 【スタンド幅】 直径約 224 mm / 【保証期間】3年（パネル・バックライトユニットは1年）"	monitor	34800
ACR_acer-vg270w3bmiipx	Acer	Acer Nitro 27インチ IPS 240Hz フルHD 0.5ms(GTG) 非光沢 sRGB 99% AMD FreeSync Premium HDR10 ブルーライト低減 ブラックブースト HDMI 2.1 DisplayPort v1.4 スピーカー・ヘッドフォン端子 ゼロフレーム ゲーミングモニター 3年保証(パネルは1年) VG270W3bmiipx	"【パネルサイズ】27インチ / 【最大解像度】1920×1080、フルHD、16:9 / 【液晶パネル方式】IPS、非光沢、バックライト: LED / 【色再現性】sRGB 99% / 【表示色】約1,677万色 / 【輝度】250 cd/㎡ / 【コントラスト比（最大）】100000000:1 / 【コントラスト比（通常）】1000:1 / 【入力周波数（垂直)】48Hz-240Hz(HDMI/DisplayPort) / 【応答速度】1ms (GTG) / 0.5ms (GTG, Min.) / 【入力端子】HDMI 2.1×2、DisplayPort v1.4×1 / 【FreeSync】AMD FreeSync Premium / 【HDR】HDR10 / 【ブルーライト軽減】ブルーライトシールド / 【フリッカー軽減】フリッカーレス / 【PIP/PBP】非対応 / 【スピーカー】2W + 2W ステレオスピーカー / 【ヘッドホン端子】搭載 / 【調整機能】【チルト角】 上25°/下5°、【VESAマウント（壁掛け）】 100x100mm 対応 / 【寸法・質量】
（W）×（H）×（D）mm　約613×459×199、（約613×368×63 スタンドなし）、約3.9kg (スタンドあり）、約3.5kg (スタンドなし） / 【スタンド幅】 約330 mm / 【保証期間】3年（パネル・バックライトユニットは1年）"	monitor	23980
ACR_acer-ek221qj0bmix	Acer	Acer 21.5インチ VA フルHD 120Hz 1ms(VRB) 非光沢 sRGB 99% Adaptive-Sync ブルーライト低減 ゼロフレーム HDMI 1.4 ミニD-Sub 15ピン スピーカー・ヘッドホン端子 6軸カラー スタンダードモニター 3年保証(パネルは1年) EK221QJ0bmix	"【パネルサイズ】21.5インチ / 【最大解像度】1920×1080、フルHD、16:9 / 【液晶パネル方式】VA、非光沢、バックライト: LED / 【色再現性】sRGB 99% / 【表示色】約1,677万色 / 【輝度】250 cd/㎡ / 【コントラスト比（最大）】100000000:1 / 【コントラスト比（通常）】4000:1 / 【入力周波数（垂直)】60Hz-120Hz(HDMI)/60Hz-75Hz(ミニD-Sub 15ピン) / 【応答速度】1ms(VRB) / 【入力端子】HDMI 1.4×1、ミニD-Sub 15ピン×1 / 【FreeSync】非対応 / 【HDR】非対応 / 【ブルーライト軽減】ブルーライトシールド / 【フリッカー軽減】フリッカーレス / 【その他機能】Adaptive-Sync / 【PIP/PBP】非対応 / 【スピーカー】2W + 2W ステレオスピーカー / 【ヘッドホン端子】搭載 / 【調整機能】【チルト角】 上20° / 下5°、【VESAマウント（壁掛け）】 100x100mm 対応 / 【寸法・質量】
（W）×（H）×（D）mm　約493×377×192、（約493×283×52 スタンドなし）、約2.5kg (スタンドあり）、約2.1kg (スタンドなし） / 【スタンド幅】 約220 mm / 【保証期間】3年（パネル・バックライトユニットは1年）"	monitor	11880
ACR_acer-ph18-73-h932z58-e	Acer	Acer Core Ultra 9 275HX RTX 5080 IPS Mini LED 32GB メモリー 2TB SSD 18インチ WQXGA 250Hz 非光沢 第6世代 AeroBlade 3Dファン DCI-P3 100% WiFi 7 Windows 11 英字キーボード ゲーミングノートパソコン Predator Helios 18 AI PH18-73-H932Z58/E	"・OS：Windows 11 Home 64ビット / ・プロセッサー：インテル Core Ultra 9 プロセッサー 275HX、インテル AI Boost専用エンジン搭載 / ・メモリー：32GB、DDR5-5600MHz SDRAM、デュアルチャネル対応 / ・ストレージ：1024GB SSD（ストレージ1）、1024GB SSD（ストレージ2） / ・グラフィックス：NVIDIA GeForce RTX 5080 Laptop GPU
Maximum Graphics Power（最大消費電力）: 175W
グラフィックスブースト最大クロック: 1742MHz / ・ディスプレイ：18インチ、WQXGA（2560×1600）、16:10、Mini LED、非光沢、IPSパネル搭載、DCI-P3 100%、リフレッシュレート: 250Hz、NVIDIA G-SYNC 対応、VESA Certified DisplayHDR 1000認定 / ・キーボード：Acer FineTip RGBバックライト付きキーボード（103キー/英字配列/Copilotキー搭載） / ・マウス：マルチジェスチャー・タッチパッド / ・外部インターフェース：USB 3.2 ポート×2（Type-C、Gen2x 2、Thunderbolt 5対応、最大80Gbps（*USB 3.2対応デバイス接続時は最大20Gbps）、映像出力対応）(リア)、USB 3.2ポート×1（Type-A、Gen 1、最大5Gbps）(レフト)、USB 3.2ポート×2（Type-A、Gen 2、最大10Gbps、うち1ポートは電源オフUSB充電機能付き）、HDMI出力ポート×1、ヘッドセット/スピーカージャック x 1、DCジャック×1 / ・サウンド機能：DTS:X Ultra、
Acer TrueHarmony、
Acer PurifiedVoice、
Hi-Res Audio認証（ヘッドホン出力時: 24bit, 96000Hzまたは16bit, 192000Hz対応）
高S/N比 DAC（2.1 Vrms出力対応、ハイインピーダンスヘッドホン対応（600Ωまで）※すべてのハイインピーダンスヘッドホンの動作を保証するものではありません。）
Bluetooth LE Audio / ・Webカメラ：フルHD IR Webカメラ（約200万画素）、Windows Hello顔認証対応 / ・無線LAN：IEEE802.11 a/b/g/n/ac/ax/be準拠（Killer Wi-Fi 7対応 BE1750x） / ・Bluetooth：Bluetooth 5.4準拠 / ・バッテリー駆動時間：約5.5時間 / ・指紋認証：非搭載 / ・寸法・質量：約29.55（H）×400.96（W）×307.90（D）mm、約3,500g / ・本体色：アビサルブラック / ・付属品（ハードウェア類）：400W ACアダプター、
ACコード（約1.8m）、
Mag Key（交換用一式）、
メモリーサーマルパッド アップグレードキット（一式） / ・付属品（マニュアル類）：セットアップガイド、保証書、修理依頼書、国際旅行者保証書、Acerパソコン出張サポート案内 / ・保証：1年間センドバック保証、1年間制限国際旅行者保証"	laptop	609800
ACR_acer-phn16s-71-h96z57t-e	Acer	Acer Core Ultra 9 275HX RTX 5070 Ti OLED 16GBメモリー 1TB SSD 16インチ WQXGA 240Hz 光沢 第5世代 AeroBlade 3Dファン DCI-P3 100％ WiFi 6E Windows 11 英字キーボード ゲーミングノートパソコン Predator Helios Neo 16S AI PHN16S-71-H96Z57T/E	"・OS：Windows 11 Home 64ビット / ・プロセッサー：インテル Core Ultra 9 プロセッサー 275HX、インテル AI Boost専用エンジン搭載 / ・メモリー：16GB、DDR5-6400MHz SDRAM、デュアルチャネル対応 / ・ストレージ：1024GB SSD / ・グラフィックス：NVIDIA GeForce RTX 5070 Ti Laptop GPU
Maximum Graphics Power（最大消費電力）: 115W / グラフィックスブースト最大クロック: 1712MHz
・ディスプレイ：16インチ、WQXGA（2560×1600）、16:10、OLED、VESA CERTIFIED DisplayHDR True Black 500認定、DCI-P3 100%、リフレッシュレート: 240Hz、G-SYNC対応 / ・キーボード：Acer FineTip RGBバックライト付きキーボード（103キー/英語/Copilotキー搭載） / ・マウス：マルチジェスチャー・タッチパッド / ・外部インターフェース：USB 3.2ポート×1（Type-C、Gen 2、Thunderbolt 4対応、最大40Gbps（*USB 3.2対応デバイス接続時は最大10Gbps）、映像出力対応）、USB 3.2ポート×1（Type-C、Gen 2、最大10Gbps、映像出力対応）(リア)、USB 3.2ポート×1（Type-A、Gen 1、最大5Gbps）(レフト)、USB 3.2ポート×2（Type-A、Gen 2、最大10Gbps、うち1ポートは電源オフUSB充電機能付き）（ライト）、HDMI出力ポート×1、ヘッドセット/スピーカージャック x 1、DCジャック / ・サウンド機能：DTS:X Ultra、
Acer TrueHarmony、
Acer PurifiedVoice、
Hi-Res Audio認証（ヘッドホン出力時: 24bit, 96000Hzまたは16bit, 192000Hz対応）
高S/N比 DAC（2.1 Vrms出力対応、ハイインピーダンスヘッドホン対応（600Ωまで）※すべてのハイインピーダンスヘッドホンの動作を保証するものではありません。）
Bluetooth LE Audio / ・Webカメラ：フルHD IR Webカメラ（約200万画素）、Windows Hello顔認証対応 / ・無線LAN：IEEE802.11 a/b/g/n/ac/ax準拠（Killer Wi-Fi 6E対応 AX1675i） / ・Bluetooth：Bluetooth 5.3準拠 / ・バッテリー駆動時間：約6.5時間 / ・指紋認証：非搭載 / ・寸法・質量：約19.97（H）×356.78（W）×275.50（D）mm、約2,200g / ・本体色：アビサルブラック / ・付属品（ハードウェア類）：230W ACアダプター、ACコード（約1.8m） / ・付属品（マニュアル類）：セットアップガイド、保証書、修理依頼書、国際旅行者保証書、Acerパソコン出張サポート案内 / ・保証：1年間センドバック保証、1年間制限国際旅行者保証"	laptop	409800
ACR_acer-phn16s-71-n73z57-e	Acer	Acer Predator Helios Neo 16S AI Core Ultra 7 255HX RTX 5070 OLED 32GBメモリー 1TB SSD 16インチ WQXGA 240Hz 光沢 第5世代 AeroBlade 3Dファン DCI-P3 100％ WiFi 6E Windows 11 英字キーボード ゲーミングノートパソコン PHN16S-71-N73Z57/E	"・OS：Windows 11 Home 64ビット / ・プロセッサー：インテル Core Ultra 7 プロセッサー 255HX、インテル AI Boost専用エンジン搭載 / ・メモリー：32GB、DDR5-6400MHz SDRAM、デュアルチャネル対応 / ・ストレージ：1024GB SSD / ・グラフィックス：NVIDIA GeForce RTX 5070 Laptop GPU
Maximum Graphics Power（最大消費電力）: 115W / グラフィックスブースト最大クロック: 1915MHz / ・ディスプレイ：16インチ、WQXGA（2560×1600）、16:10、光沢、OLED、VESA CERTIFIED DisplayHDR True Black 500認定、DCI-P3 100%、リフレッシュレート: 240Hz、G-SYNC対応 / ・キーボード：Acer FineTip RGBバックライト付きキーボード（103キー/英字配列/Copilotキー搭載） / ・マウス：マルチジェスチャー・タッチパッド / ・外部インターフェース：USB 3.2ポート×1（Type-C、Gen 2、Thunderbolt 4対応、最大40Gbps（*USB 3.2対応デバイス接続時は最大10Gbps）、映像出力対応）、USB 3.2ポート×1（Type-C、Gen 2、最大10Gbps、映像出力対応）(リア）、USB 3.2ポート×1（Type-A、Gen 1、最大5Gbps）(レフト)、USB 3.2ポート×2（Type-A、Gen 2、最大10Gbps、うち1ポートは電源オフUSB充電機能付き）（ライト）、HDMI出力ポート×1、ヘッドセット/スピーカージャック x 1、DCジャック / ・サウンド機能：DTS:X Ultra、
Acer TrueHarmony、
Acer PurifiedVoice、
Hi-Res Audio認証（ヘッドホン出力時: 24bit, 96000Hzまたは16bit, 192000Hz対応）
高S/N比 DAC（2.1 Vrms出力対応、ハイインピーダンスヘッドホン対応（600Ωまで）※すべてのハイインピーダンスヘッドホンの動作を保証するものではありません。）、
Bluetooth LE Audio / ・Webカメラ：フルHD IR Webカメラ（約200万画素）、Windows Hello顔認証対応 / ・無線LAN：IEEE802.11 a/b/g/n/ac/ax準拠（Killer Wi-Fi 6E対応 AX1675i） / ・Bluetooth：Bluetooth 5.3準拠 / ・バッテリー駆動時間：約6.5時間 / ・指紋認証：非搭載 / ・寸法・質量：約18.97（H）×356.78（W）×275.50（D）mm、約2,200g / ・本体色：アビサルブラック / ・付属品（ハードウェア類）：230W ACアダプター、ACコード（約1.8m） / ・付属品（マニュアル類）：セットアップガイド、保証書、修理依頼書、国際旅行者保証書、Acerパソコン出張サポート案内、PLANET9ステッカー / ・保証：1年間センドバック保証、1年間制限国際旅行者保証"	laptop	354800
ACR_acer-phn16s-71-n73z56-e	Acer	Acer Predator Helios Neo 16S AI Core Ultra 7 255HX RTX 5060 OLED 32GBメモリー 1TB SSD 16インチ WQXGA 240Hz 光沢 第5世代 AeroBlade 3Dファン DCI-P3 100％ WiFi 6E Windows 11 英字キーボード ゲーミングノートパソコン PHN16S-71-N73Z56/E	"・OS：Windows 11 Home 64ビット / ・プロセッサー：インテル Core Ultra 7 プロセッサー 255HX、インテル AI Boost専用エンジン搭載 / ・メモリー：32GB、DDR5-6400MHz SDRAM、デュアルチャネル対応 / ・ストレージ：1024GB SSD / ・グラフィックス：NVIDIA GeForce RTX 5060 Laptop GPU
Maximum Graphics Power（最大消費電力）: 115W
グラフィックスブースト最大クロック: 2125MHz / ・ディスプレイ：16インチ、WQXGA（2560×1600）、16:10、光沢、OLED、VESA CERTIFIED DisplayHDR True Black 500認定、DCI-P3 100%、リフレッシュレート: 240Hz、G-SYNC対応 / ・キーボード：Acer FineTip RGBバックライト付きキーボード（103キー/英字配列/Copilotキー搭載） / ・マウス：マルチジェスチャー・タッチパッド / ・外部インターフェース：USB 3.2ポート×1（Type-C、Gen 2、Thunderbolt 4対応、最大40Gbps（*USB 3.2対応デバイス接続時は最大10Gbps）、映像出力対応）、USB 3.2ポート×1（Type-C、Gen 2、最大10Gbps、映像出力対応）(リア）、USB 3.2ポート×1（Type-A、Gen 1、最大5Gbps）(レフト)、USB 3.2ポート×2（Type-A、Gen 2、最大10Gbps、うち1ポートは電源オフUSB充電機能付き）（ライト）、HDMI出力ポート×1、ヘッドセット/スピーカージャック x 1、DCジャック / ・サウンド機能：DTS:X Ultra、
Acer TrueHarmony、
Acer PurifiedVoice、
Hi-Res Audio認証（ヘッドホン出力時: 24bit, 96000Hzまたは16bit, 192000Hz対応）
高S/N比 DAC（2.1 Vrms出力対応、ハイインピーダンスヘッドホン対応（600Ωまで）※すべてのハイインピーダンスヘッドホンの動作を保証するものではありません。）、
Bluetooth LE Audio / ・Webカメラ：フルHD IR Webカメラ（約200万画素）、Windows Hello顔認証対応 / ・無線LAN：IEEE802.11 a/b/g/n/ac/ax準拠（Killer Wi-Fi 6E対応 AX1675i） / ・Bluetooth：Bluetooth 5.3準拠 / ・バッテリー駆動時間：約6.5時間 / ・指紋認証：非搭載 / ・寸法・質量：約18.97（H）×356.78（W）×275.50（D）mm、約2,200g / ・本体色：アビサルブラック / ・付属品（ハードウェア類）：230W ACアダプター、ACコード（約1.8m） / ・付属品（マニュアル類）：セットアップガイド、保証書、修理依頼書、国際旅行者保証書、Acerパソコン出張サポート案内、PLANET9ステッカー / ・保証：1年間センドバック保証、1年間制限国際旅行者保証"	laptop	339800
ACR_acer-phn16s-71-n76z57-e	Acer	Acer Core Ultra 7 255HX RTX 5070 OLED 16GBメモリー 1TB SSD 16インチ WQXGA 240Hz 光沢 第5世代 AeroBlade 3Dファン DCI-P3 100％ WiFi 6E Windows 11 英字キーボード ゲーミングノートパソコン Predator Helios Neo 16S AI PHN16S-71-N76Z57/E	"・OS：Windows 11 Home 64ビット / ・プロセッサー：インテル Core Ultra 7 プロセッサー 255HX、インテル AI Boost専用エンジン搭載 / ・メモリー：16GB、DDR5-6400MHz SDRAM、デュアルチャネル対応 / ・ストレージ：1024GB SSD / ・グラフィックス：NVIDIA GeForce RTX 5070 Laptop GPU
Maximum Graphics Power（最大消費電力）: 115W
グラフィックスブースト最大クロック: 1915MHz / ・ディスプレイ：16インチ、WQXGA（2560×1600）、16:10、光沢、OLED、VESA CERTIFIED DisplayHDR True Black 500認定、DCI-P3 100%、リフレッシュレート: 240Hz、G-SYNC対応 / ・キーボード：Acer FineTip RGBバックライト付きキーボード（103キー/英字配列/Copilotキー搭載） / ・マウス：マルチジェスチャー・タッチパッド / ・外部インターフェース：USB 3.2ポート×1（Type-C、Gen 2、Thunderbolt 4対応、最大40Gbps（*USB 3.2対応デバイス接続時は最大10Gbps）、映像出力対応）、USB 3.2ポート×1（Type-C、Gen 2、最大10Gbps、映像出力対応）(リア）、USB 3.2ポート×1（Type-A、Gen 1、最大5Gbps）(レフト)、USB 3.2ポート×2（Type-A、Gen 2、最大10Gbps、うち1ポートは電源オフUSB充電機能付き）（ライト）、HDMI出力ポート×1、ヘッドセット/スピーカージャック x 1、DCジャック / ・サウンド機能：DTS:X Ultra、
Acer TrueHarmony、
Acer PurifiedVoice、
Hi-Res Audio認証（ヘッドホン出力時: 24bit, 96000Hzまたは16bit, 192000Hz対応）
高S/N比 DAC（2.1 Vrms出力対応、ハイインピーダンスヘッドホン対応（600Ωまで）※すべてのハイインピーダンスヘッドホンの動作を保証するものではありません。）、
Bluetooth LE Audio / ・Webカメラ：フルHD IR Webカメラ（約200万画素）、Windows Hello顔認証対応 / ・無線LAN：IEEE802.11 a/b/g/n/ac/ax準拠（Killer Wi-Fi 6E対応 AX1675i） / ・Bluetooth：Bluetooth 5.3準拠 / ・バッテリー駆動時間：約6.5時間 / ・指紋認証：非搭載 / ・寸法・質量：約18.97（H）×356.78（W）×275.50（D）mm、約2,200g / ・本体色：アビサルブラック / ・付属品（ハードウェア類）：230W ACアダプター、ACコード（約1.8m） / ・付属品（マニュアル類）：セットアップガイド、保証書、修理依頼書、国際旅行者保証書、Acerパソコン出張サポート案内、PLANET9ステッカー / ・保証：1年間センドバック保証、1年間制限国際旅行者保証"	laptop	349800
