ミニタワー	https://www.tsukumo.co.jp/bto/pc/aerostream/spec.html
スリムPC	https://www.tsukumo.co.jp/bto/pc/aeroslim/spec.html
小型PC	https://www.tsukumo.co.jp/bto/pc/minipc/spec.html
G-GEAR	https://www.tsukumo.co.jp/bto/pc/game/spec.html
G-GEAR Aim	https://www.tsukumo.co.jp/bto/pc/game/aim/spec.html
