entry_name	maker	series	slug	url
Copilot+PC	ACER	copilotpc	copilotpc	https://store.acer.com/ja-jp/notebooks/cat-copilot_pc
スリム軽量PC	ACER	thin_light_pc	thin_light_pc	https://store.acer.com/ja-jp/notebooks/cat-swift_thin_light
スタンダードPC	ACER	std_pc	std_pc	https://store.acer.com/ja-jp/notebooks/cat-swift
ゲーミングPC	ACER	gaming	gaming	https://store.acer.com/ja-jp/notebooks/cat-gaming
クリエイターPC	ACER	conceptd	conceptd	https://store.acer.com/ja-jp/notebooks/cat-conceptd
chromebooks	ACER	chromebooks	chromebooks	https://store.acer.com/ja-jp/notebooks/cat-chromebooks
OLED	ACER	oled	oled	https://store.acer.com/ja-jp/notebooks/cat-oled
延長保証	ACER	warranty	warranty	https://store.acer.com/ja-jp/notebooks/cat-warranty_extension

