maker	source_type	slug	name	url	enabled	priority
GEEKOM	collection	accessories	Accessories	https://geekom.jp/collections/accessories	true	100
GEEKOM	collection	amd-ryzen	Amd Ryzen	https://geekom.jp/collections/amd-ryzen	true	110
GEEKOM	collection	intel	Intel	https://geekom.jp/collections/intel	true	120
GEEKOM	collection	minipc	Minipc	https://geekom.jp/collections/minipc	true	130
