entry_name	maker	series	slug	url
スタンダードPC	SYCOM	stdpc	stdpc	https://www.sycom.co.jp/bto/standard/
デュアル水冷PC	SYCOM	velox	velox	https://www.sycom.co.jp/bto/Hydro/
ゲーミングPC	SYCOM	gmaster	gmaster	https://www.sycom.co.jp/bto/game_pc/
静音PC	SYCOM	silent	silent	https://www.sycom.co.jp/bto/silent/
クリエイティブPC	SYCOM	Lepton	lepton	https://www.sycom.co.jp/bto/work_station/
プレミアムPC	SYCOM	Premium	premium	https://www.sycom.co.jp/PremiumLine/
